,PC,PC,RA,RA,SA1,SA1,FiringRate_value,Spikes_n_items,Spikes_diff_mean,depth,Pin_Radius,Spikes_diff_time_inrange,Spikes_diff_mean_2,Spikes_diff_mean_5,Frequency
4934,0,0,1,1,0,0,23.31,45,0.08364651162790698,1.440000000000001,0.6650000000000003,0.4298,0.08364651162790698,0.20796,65
4935,1,1,0,0,0,0,25.22,48,0.07982608695652173,1.1300000000000008,1.2750000000000008,0.3956,0.07982608695652173,0.1997906976744186,25
4936,1,1,0,0,0,0,43.78,46,0.04440454545454545,2.700000000000002,0.7050000000000003,0.22139999999999996,0.04440454545454545,0.11104390243902437,45
4937,0,0,1,1,0,0,38.38,67,0.05068615384615384,0.9500000000000006,1.1400000000000008,0.27299999999999996,0.05068615384615384,0.12663870967741933,95
4938,0,0,1,1,0,0,107.4,193,0.018286910994764396,0.4000000000000001,1.2450000000000008,0.10380000000000002,0.018286910994764396,0.045553191489361704,55
4939,0,0,1,1,0,0,45.34,62,0.042440000000000005,1.410000000000001,0.7000000000000004,0.22059999999999996,0.042440000000000005,0.10580000000000003,95
4940,0,0,1,1,0,0,33.47,53,0.05775294117647059,1.0000000000000007,0.6400000000000003,0.30399999999999994,0.05775294117647059,0.14429166666666668,95
4941,1,1,0,0,0,0,24.86,37,0.07980571428571427,1.280000000000001,0.5450000000000002,0.3954,0.07980571428571427,0.19976875000000002,25
4942,1,1,0,0,0,0,130.1,221,0.015192694063926942,0.9500000000000006,1.450000000000001,0.1002,0.015192694063926942,0.03746018518518519,45
4943,1,1,0,0,0,0,163.6,195,0.01205181347150259,1.7000000000000013,1.2500000000000009,0.0766,0.01205181347150259,0.029755789473684215,85
4944,1,1,0,0,0,0,86.06,106,0.023475,0.5200000000000002,1.1900000000000008,0.11560000000000001,0.023475,0.05874653465346535,85
4945,1,1,0,0,0,0,14.836,15,0.13299999999999998,1.7200000000000013,0.9050000000000005,0.6659999999999999,0.13299999999999998,0.33281999999999995,15
4946,0,0,1,1,0,0,73.5,144,0.02665774647887324,0.5400000000000003,0.6950000000000003,0.133,0.02665774647887324,0.0666474820143885,75
4947,0,0,1,1,0,0,78.06,114,0.0245875,1.1700000000000008,0.7950000000000004,0.11980000000000002,0.0245875,0.061519266055045874,85
4948,0,0,1,1,0,0,19.86,31,0.09737241379310345,1.1500000000000008,1.0100000000000007,0.4828,0.09737241379310345,0.2420384615384616,35
4949,1,1,0,0,0,0,75.2,79,0.02662597402597403,2.1500000000000017,0.7200000000000004,0.1308,0.02662597402597403,0.06660540540540541,75
4950,1,1,0,0,0,0,215.1,259,0.009179766536964982,0.32,1.4150000000000011,0.055200000000000006,0.009179766536964982,0.022833858267716535,55
4951,0,0,1,1,0,0,15.555,17,0.11726666666666667,1.320000000000001,0.8100000000000005,0.6128,0.11726666666666667,0.2943,75
4952,0,0,1,1,0,0,21.48,37,0.08884571428571429,1.7900000000000014,0.9050000000000005,0.4216,0.08884571428571429,0.22226875,45
4953,0,0,1,1,0,0,16.28,22,0.11499999999999999,0.7600000000000005,1.0100000000000007,0.5366,0.11499999999999999,0.2882588235294118,15
4954,1,1,0,0,0,0,18.89,26,0.099925,1.300000000000001,1.0800000000000007,0.4938,0.099925,0.252,35
4955,1,1,0,0,0,0,25.78,37,0.07952000000000001,1.5700000000000012,0.9600000000000006,0.3896,0.07952000000000001,0.1994375,25
4956,0,0,1,1,0,0,31.05,58,0.06414642857142858,0.7900000000000005,0.8950000000000005,0.2838,0.06414642857142858,0.1595849056603774,25
4957,1,1,0,0,0,0,75.5,99,0.026616494845360827,1.6400000000000012,0.5100000000000002,0.1302,0.026616494845360827,0.0665936170212766,75
4958,0,0,1,1,0,0,19.36,26,0.09485833333333334,1.7700000000000014,0.4400000000000001,0.44079999999999997,0.09485833333333334,0.23407619047619047,75
4959,1,1,0,0,0,0,65.2,111,0.03071743119266056,1.9900000000000015,0.34500000000000003,0.15,0.03071743119266056,0.07685660377358491,65
4960,1,1,0,0,0,0,55.38,86,0.03628571428571429,1.0900000000000007,1.0300000000000007,0.1774,0.03628571428571429,0.09080493827160495,55
4961,0,0,1,1,0,0,63.4,120,0.03076271186440678,0.6800000000000004,0.4250000000000001,0.15460000000000002,0.03076271186440678,0.0769095652173913,65
4962,1,1,0,0,0,0,35.34,62,0.056973333333333334,1.480000000000001,0.8800000000000006,0.2786,0.056973333333333334,0.14265964912280704,35
4963,0,0,1,1,0,0,132.4,218,0.014849999999999999,0.49000000000000016,1.0850000000000006,0.08620000000000001,0.014849999999999999,0.03691267605633803,95
4964,1,1,0,0,0,0,25.61,41,0.07962564102564101,0.7800000000000005,0.8100000000000005,0.3902,0.07962564102564101,0.1995611111111111,25
4965,0,0,1,1,0,0,26.67,39,0.07254594594594593,1.1300000000000008,0.4300000000000001,0.36079999999999995,0.07254594594594593,0.1814470588235294,55
4966,1,1,0,0,0,0,53.78,74,0.03587777777777778,1.6100000000000012,1.0250000000000006,0.1864,0.03587777777777778,0.08944347826086955,95
4967,1,1,0,0,0,0,184.8,323,0.010745794392523364,1.9300000000000015,0.7700000000000005,0.0722,0.010745794392523364,0.02663081761006289,95
4968,1,1,0,0,0,0,186.8,359,0.010554061624649861,0.8100000000000005,1.1550000000000007,0.0624,0.010554061624649861,0.026336723163841808,95
4969,1,1,0,0,0,0,14.69,19,0.13314117647058824,1.9600000000000015,1.410000000000001,0.6661999999999999,0.13314117647058824,0.33305714285714283,15
4970,1,1,0,0,0,0,65.4,105,0.030714563106796114,1.8600000000000014,0.8550000000000004,0.1502,0.030714563106796114,0.07685199999999999,65
4971,1,1,0,0,0,0,34.8,37,0.05698857142857142,1.340000000000001,1.0800000000000007,0.282,0.05698857142857142,0.14265625,35
4972,0,0,1,1,0,0,27.84,50,0.06960833333333334,1.1900000000000008,0.46000000000000013,0.3524,0.06960833333333334,0.17456,85
4973,1,1,0,0,0,0,183.0,286,0.010841549295774647,1.340000000000001,0.6450000000000002,0.069,0.010841549295774647,0.026901067615658362,85
4974,1,1,0,0,0,0,36.84,56,0.05326666666666667,1.5900000000000012,1.2500000000000009,0.2614,0.05326666666666667,0.13324313725490197,75
4975,0,0,1,1,0,0,147.8,258,0.01342578125,0.5100000000000002,1.300000000000001,0.0758,0.01342578125,0.033401581027667986,75
4976,1,1,0,0,0,0,55.3,97,0.036294736842105255,0.5800000000000003,1.465000000000001,0.1778,0.036294736842105255,0.0908195652173913,55
4977,1,1,0,0,0,0,95.44,122,0.021023333333333335,1.0000000000000007,1.320000000000001,0.1032,0.021023333333333335,0.05258803418803419,95
4978,0,0,1,1,0,0,18.12,24,0.10726363636363635,2.520000000000002,0.6150000000000002,0.571,0.10726363636363635,0.26727368421052633,75
4979,1,1,0,0,0,0,95.5,165,0.021028220858895705,1.6300000000000012,1.1450000000000007,0.10300000000000001,0.021028220858895705,0.052597500000000005,95
4980,1,1,0,0,0,0,24.31,34,0.0799375,1.380000000000001,0.32,0.3992,0.0799375,0.19990344827586207,25
4981,0,0,1,1,0,0,20.33,35,0.09232727272727273,1.260000000000001,0.7600000000000005,0.47600000000000003,0.09232727272727273,0.2303733333333333,65
4982,1,1,0,0,0,0,68.2,90,0.028688636363636364,0.6800000000000004,0.9200000000000006,0.15480000000000002,0.028688636363636364,0.07154117647058825,35
4983,0,0,1,1,0,0,119.3,181,0.01646368715083799,0.6500000000000004,1.2500000000000009,0.08800000000000001,0.01646368715083799,0.04099545454545454,95
4984,0,0,1,1,0,0,24.78,39,0.07715135135135134,1.400000000000001,1.390000000000001,0.34559999999999996,0.07715135135135134,0.19394117647058823,35
4985,0,0,1,1,0,0,177.0,298,0.011108783783783783,0.35000000000000003,1.470000000000001,0.06760000000000001,0.011108783783783783,0.027627303754266214,95
4986,1,1,0,0,0,0,251.9,444,0.007905429864253395,0.4200000000000001,1.1750000000000007,0.0464,0.007905429864253395,0.019692482915717537,85
4987,0,0,1,1,0,0,63.5,95,0.03086021505376343,0.37000000000000005,0.4300000000000001,0.1538,0.03086021505376343,0.07687555555555557,25
4988,1,1,0,0,0,0,95.5,121,0.021021848739495797,1.290000000000001,1.1550000000000007,0.10300000000000001,0.021021848739495797,0.05258620689655172,95
4989,0,0,1,1,0,0,83.3,159,0.02350700636942675,0.9100000000000006,1.2000000000000008,0.11620000000000001,0.02350700636942675,0.05877792207792208,85
4990,1,1,0,0,0,0,186.9,340,0.010551479289940827,1.480000000000001,1.370000000000001,0.06220000000000001,0.010551479289940827,0.026334328358208953,95
4991,0,0,1,1,0,0,27.94,29,0.07052592592592592,0.31,1.2450000000000008,0.353,0.07052592592592592,0.17725,5
4992,1,1,0,0,0,0,25.72,30,0.07267142857142857,1.6300000000000012,0.305,0.36279999999999996,0.07267142857142857,0.181728,55
4993,0,0,1,1,0,0,34.56,64,0.05709354838709678,0.7400000000000004,0.4100000000000001,0.2812,0.05709354838709678,0.14277627118644068,35
4994,0,0,1,1,0,0,7.844,13,0.2601636363636363,1.300000000000001,0.7300000000000004,1.2904,0.2601636363636363,0.6633,45
4995,1,1,0,0,0,0,24.58,27,0.07988,2.1800000000000015,1.0200000000000007,0.3986,0.07988,0.19983636363636362,25
4996,1,1,0,0,0,0,127.3,231,0.015510917030567686,1.1400000000000008,0.4500000000000001,0.0912,0.015510917030567686,0.038582300884955754,65
4997,0,0,1,1,0,0,166.2,305,0.011867326732673267,0.33,0.4200000000000001,0.06940000000000002,0.011867326732673267,0.02951133333333333,85
4998,0,0,1,1,0,0,16.05,27,0.12221600000000002,0.8100000000000005,1.2750000000000008,0.5936,0.12221600000000002,0.3077090909090909,15
4999,1,1,0,0,0,0,169.0,178,0.011770454545454546,0.8000000000000005,1.390000000000001,0.06160000000000001,0.011770454545454546,0.029405780346820804,85
5000,1,1,0,0,0,0,187.1,341,0.010610619469026548,1.5400000000000011,1.0650000000000006,0.0618,0.010610619469026548,0.02639642857142857,95
5001,0,0,1,1,0,0,31.77,38,0.06031111111111111,1.430000000000001,0.6950000000000003,0.2874,0.06031111111111111,0.15071515151515147,95
5002,0,0,1,1,0,0,56.75,68,0.0342030303030303,0.7500000000000004,1.1300000000000008,0.1772,0.0342030303030303,0.08525396825396825,75
5003,1,1,0,0,0,0,108.6,210,0.018252884615384615,0.8000000000000005,1.0900000000000007,0.09840000000000002,0.018252884615384615,0.04551512195121951,55
5004,0,0,1,1,0,0,91.4,125,0.021232520325203254,0.6400000000000003,1.1650000000000007,0.11660000000000001,0.021232520325203254,0.052805000000000005,95
5005,0,0,1,1,0,0,23.67,37,0.07997142857142857,1.0200000000000007,1.315000000000001,0.4004,0.07997142857142857,0.19998749999999998,25
5006,0,0,1,1,0,0,34.0,43,0.057356097560975594,0.7800000000000005,0.5300000000000002,0.2846,0.057356097560975594,0.1430684210526316,35
5007,1,1,0,0,0,0,104.25,131,0.01905891472868217,0.5000000000000002,0.5200000000000002,0.0922,0.01905891472868217,0.047598412698412695,35
5008,1,1,0,0,0,0,85.3,162,0.023504999999999998,0.9600000000000006,0.9500000000000006,0.1154,0.023504999999999998,0.05878726114649682,85
5009,1,1,0,0,0,0,161.9,299,0.012191919191919191,0.49000000000000016,0.9950000000000006,0.0744,0.012191919191919191,0.03037823129251701,55
5010,1,1,0,0,0,0,84.9,134,0.023503030303030303,1.9200000000000015,1.1150000000000007,0.1156,0.023503030303030303,0.058782945736434104,85
5011,1,1,0,0,0,0,25.61,38,0.07959444444444445,1.470000000000001,0.4000000000000001,0.3896,0.07959444444444445,0.19953333333333334,25
5012,0,0,1,1,0,0,248.2,484,0.007951867219917013,0.32,1.1750000000000007,0.058,0.007951867219917013,0.019742379958246348,85
5013,0,0,1,1,0,0,16.05,29,0.12154074074074074,1.400000000000001,0.9000000000000006,0.6299999999999999,0.12154074074074074,0.302275,35
5014,0,0,1,1,0,0,112.75,206,0.017429411764705884,0.49000000000000016,1.2300000000000009,0.09480000000000001,0.017429411764705884,0.04345074626865671,45
5015,1,1,0,0,0,0,75.6,90,0.026611363636363638,1.310000000000001,0.9300000000000006,0.1302,0.026611363636363638,0.06658823529411764,75
5016,0,0,1,1,0,0,21.62,23,0.08606666666666664,0.8900000000000006,0.5350000000000001,0.42279999999999995,0.08606666666666664,0.21395555555555548,25
5017,0,0,1,1,0,0,26.64,48,0.07265217391304347,1.0500000000000007,0.35500000000000004,0.35819999999999996,0.07265217391304347,0.18165116279069765,55
5018,0,0,1,1,0,0,14.734,19,0.12638823529411766,1.6500000000000012,0.6650000000000003,0.6732,0.12638823529411766,0.30467142857142854,75
5019,1,1,0,0,0,0,23.7,41,0.07997948717948718,1.370000000000001,1.0250000000000006,0.39999999999999997,0.07997948717948718,0.19994444444444445,25
5020,1,1,0,0,0,0,14.664,23,0.13329523809523808,1.5700000000000012,1.0100000000000007,0.6662,0.13329523809523808,0.33325555555555547,15
5021,0,0,1,1,0,0,22.4,44,0.08624285714285715,2.3500000000000014,0.7600000000000005,0.4502,0.08624285714285715,0.21453333333333333,75
5022,1,1,0,0,0,0,45.22,81,0.044349367088607594,0.8600000000000005,0.4350000000000001,0.217,0.044349367088607594,0.11099210526315789,45
5023,0,0,1,1,0,0,15.766,16,0.12325714285714286,1.320000000000001,0.8450000000000004,0.6367999999999999,0.12325714285714286,0.3202909090909091,55
5024,1,1,0,0,0,0,15.95,24,0.13189090909090906,0.35000000000000003,1.1350000000000007,0.6504,0.13189090909090906,0.3316315789473684,15
5025,0,0,1,1,0,0,102.3,179,0.019299435028248588,0.36000000000000004,1.1250000000000007,0.10940000000000001,0.019299435028248588,0.04786551724137931,35
5026,1,1,0,0,0,0,25.73,47,0.07956444444444445,1.2100000000000009,1.290000000000001,0.39,0.07956444444444445,0.1995142857142857,25
5027,1,1,0,0,0,0,15.01,28,0.12515384615384614,1.9300000000000015,1.425000000000001,0.47279999999999994,0.12515384615384614,0.31798260869565215,55
5028,0,0,1,1,0,0,45.38,57,0.04231272727272727,1.1500000000000008,1.1050000000000006,0.21980000000000002,0.04231272727272727,0.10549230769230769,95
5029,1,1,0,0,0,0,186.8,295,0.010623890784982935,1.480000000000001,0.32,0.0618,0.010623890784982935,0.026408275862068967,95
5030,0,0,1,1,0,0,22.5,25,0.0828695652173913,1.280000000000001,0.7000000000000004,0.39879999999999993,0.0828695652173913,0.2072,55
5031,0,0,1,1,0,0,26.3,39,0.07272972972972973,1.0100000000000007,1.315000000000001,0.36279999999999996,0.07272972972972973,0.18175882352941178,55
5032,1,1,0,0,0,0,19.28,38,0.09916111111111113,1.290000000000001,0.8800000000000006,0.45699999999999996,0.09916111111111113,0.24753333333333333,35
5033,1,1,0,0,0,0,85.8,126,0.02348870967741935,0.6800000000000004,1.1350000000000007,0.1154,0.02348870967741935,0.05876694214876032,85
5034,1,1,0,0,0,0,33.97,41,0.057087179487179486,1.6000000000000012,1.2400000000000009,0.28479999999999994,0.057087179487179486,0.14277222222222222,35
5035,1,1,0,0,0,0,149.5,220,0.013338532110091743,0.7400000000000004,0.8750000000000004,0.0698,0.013338532110091743,0.033325581395348844,75
5036,1,1,0,0,0,0,94.8,159,0.021028025477707008,2.3000000000000016,1.0350000000000006,0.1028,0.021028025477707008,0.0525961038961039,95
5037,0,0,1,1,0,0,167.1,306,0.011823684210526314,0.6300000000000003,0.9500000000000006,0.0718,0.011823684210526314,0.029411295681063123,95
5038,1,1,0,0,0,0,248.2,395,0.007968956743002544,0.5100000000000002,0.5750000000000002,0.058,0.007968956743002544,0.01984,85
5039,1,1,0,0,0,0,215.1,331,0.009227963525835865,1.2000000000000008,0.6750000000000003,0.067,0.009227963525835865,0.022809815950920246,75
5040,1,1,0,0,0,0,35.2,59,0.05703157894736842,1.290000000000001,0.4250000000000001,0.2824,0.05703157894736842,0.14272592592592592,35
5041,1,1,0,0,0,0,33.3,43,0.057863414634146335,1.9800000000000015,0.4500000000000001,0.29279999999999995,0.057863414634146335,0.1445210526315789,75
5042,1,1,0,0,0,0,144.2,246,0.013491803278688524,1.0600000000000007,0.4150000000000001,0.0884,0.013491803278688524,0.03348132780082987,75
5043,0,0,1,1,0,0,138.5,157,0.014095483870967743,0.38000000000000006,1.0800000000000007,0.08180000000000001,0.014095483870967743,0.03493421052631579,95
5044,1,1,0,0,0,0,35.47,48,0.056908695652173914,1.7300000000000013,1.445000000000001,0.2782,0.056908695652173914,0.1425767441860465,35
5045,0,0,1,1,0,0,40.3,65,0.04816190476190476,1.0100000000000007,0.9750000000000005,0.26039999999999996,0.04816190476190476,0.12007333333333332,65
5046,1,1,0,0,0,0,129.2,171,0.015394082840236686,0.7100000000000004,1.1300000000000008,0.08040000000000001,0.015394082840236686,0.0384566265060241,65
5047,1,1,0,0,0,0,55.72,67,0.036258461538461545,1.5600000000000012,0.6950000000000003,0.1774,0.036258461538461545,0.09078064516129032,55
5048,1,1,0,0,0,0,165.5,250,0.011804032258064515,1.450000000000001,1.0200000000000007,0.06960000000000001,0.011804032258064515,0.029442448979591834,85
5049,1,1,0,0,0,0,95.44,183,0.021030939226519333,0.47000000000000014,0.48500000000000015,0.1034,0.021030939226519333,0.05259775280898876,95
5050,1,1,0,0,0,0,188.1,375,0.010601608579088472,1.420000000000001,1.355000000000001,0.0618,0.010601608579088472,0.02638648648648648,95
5051,0,0,1,1,0,0,121.6,191,0.016174603174603175,0.5100000000000002,1.0100000000000007,0.0926,0.016174603174603175,0.04019032258064517,75
5052,1,1,0,0,0,0,34.28,65,0.05710793650793651,1.1700000000000008,1.4350000000000012,0.2846,0.05710793650793651,0.14280666666666667,35
5053,1,1,0,0,0,0,165.9,220,0.011811009174311925,1.290000000000001,0.48000000000000015,0.0696,0.011811009174311925,0.029449302325581395,85
5054,0,0,1,1,0,0,73.7,102,0.026640000000000007,0.5400000000000003,0.7700000000000005,0.13140000000000002,0.026640000000000007,0.06661443298969072,75
5055,0,0,1,1,0,0,63.2,98,0.03109791666666666,0.5900000000000003,0.4150000000000001,0.16260000000000002,0.03109791666666666,0.07757419354838709,45
5056,1,1,0,0,0,0,270.5,317,0.007387301587301587,0.4000000000000001,0.6150000000000002,0.051199999999999996,0.007387301587301587,0.018346794871794872,75
5057,1,1,0,0,0,0,109.2,215,0.018193427230046952,0.6200000000000003,0.32,0.09519999999999999,0.018193427230046952,0.04545428571428571,55
5058,0,0,1,1,0,0,18.52,30,0.10567857142857141,1.370000000000001,0.31,0.5204,0.10567857142857141,0.27083999999999997,75
5059,0,0,1,1,0,0,44.12,58,0.04421071428571428,0.4100000000000001,1.1150000000000007,0.22440000000000002,0.04421071428571428,0.11066415094339623,15
5060,0,0,1,1,0,0,92.2,108,0.021132075471698115,0.4400000000000001,1.1900000000000008,0.1136,0.021132075471698115,0.05270097087378641,95
5061,1,1,0,0,0,0,35.5,53,0.05694117647058823,1.260000000000001,1.270000000000001,0.2786,0.05694117647058823,0.142625,35
5062,1,1,0,0,0,0,55.53,94,0.036291304347826084,0.8100000000000005,1.380000000000001,0.1778,0.036291304347826084,0.0908179775280899,55
5063,1,1,0,0,0,0,252.2,284,0.007904255319148937,0.7900000000000005,0.9600000000000006,0.044,0.007904255319148937,0.019679569892473117,85
5064,0,0,1,1,0,0,22.2,43,0.08678536585365854,1.370000000000001,1.320000000000001,0.4388,0.08678536585365854,0.21734736842105262,95
5065,0,0,1,1,0,0,26.6,35,0.07275151515151516,1.330000000000001,1.340000000000001,0.3638,0.07275151515151516,0.18195333333333336,55
5066,1,1,0,0,0,0,45.7,52,0.044284,0.46000000000000013,1.315000000000001,0.21739999999999998,0.044284,0.1109063829787234,45
5067,1,1,0,0,0,0,141.6,163,0.013513043478260867,1.0000000000000007,0.48500000000000015,0.08820000000000001,0.013513043478260867,0.03351012658227848,75
5068,1,1,0,0,0,0,34.78,60,0.0570896551724138,2.3600000000000017,1.375000000000001,0.2848,0.0570896551724138,0.14278545454545455,35
5069,1,1,0,0,0,0,46.6,86,0.04150476190476191,1.1600000000000008,1.405000000000001,0.2056,0.04150476190476191,0.1037753086419753,55
5070,1,1,0,0,0,0,38.62,69,0.05072238805970149,2.4600000000000017,1.1450000000000007,0.2608,0.05072238805970149,0.126521875,65
5071,1,1,0,0,0,0,35.2,49,0.05700425531914893,1.1000000000000008,1.370000000000001,0.28259999999999996,0.05700425531914893,0.1426818181818182,35
5072,1,1,0,0,0,0,181.8,283,0.010928113879003559,1.9700000000000015,0.6950000000000003,0.0722,0.010928113879003559,0.027057553956834533,95
5073,0,0,1,1,0,0,41.53,60,0.04717241379310346,1.430000000000001,0.8650000000000004,0.24259999999999995,0.04717241379310346,0.11744727272727273,65
5074,1,1,0,0,0,0,30.8,52,0.066004,0.35000000000000003,1.1900000000000008,0.31579999999999997,0.066004,0.16594042553191488,15
5075,1,1,0,0,0,0,7.566,14,0.2638833333333334,0.9200000000000006,1.2400000000000009,1.167,0.2638833333333334,0.6222000000000001,15
5076,0,0,1,1,0,0,17.77,29,0.11053333333333334,1.450000000000001,0.7950000000000004,0.4922,0.11053333333333334,0.2800916666666666,65
5077,0,0,1,1,0,0,68.75,120,0.028596610169491523,0.6200000000000003,0.325,0.1458,0.028596610169491523,0.07149739130434783,35
5078,1,1,0,0,0,0,55.6,68,0.036269696969696966,1.0600000000000007,1.0750000000000006,0.1776,0.036269696969696966,0.09078412698412701,55
5079,1,1,0,0,0,0,13.516,16,0.14279999999999998,2.0800000000000014,0.5350000000000001,0.7327999999999999,0.14279999999999998,0.3634545454545454,15
5080,1,1,0,0,0,0,65.25,92,0.030726666666666673,1.7200000000000013,0.9500000000000006,0.1516,0.030726666666666673,0.07685977011494252,65
5081,1,1,0,0,0,0,14.55,27,0.133296,1.7000000000000013,1.3450000000000009,0.6661999999999999,0.133296,0.3332727272727273,15
5082,0,0,1,1,0,0,43.62,81,0.04452405063291139,0.7600000000000005,1.355000000000001,0.226,0.04452405063291139,0.1113421052631579,45
5083,1,1,0,0,0,0,92.06,143,0.021246808510638298,1.350000000000001,0.5600000000000003,0.11860000000000001,0.021246808510638298,0.052824637681159414,95
5084,0,0,1,1,0,0,30.27,36,0.06264117647058823,0.9600000000000006,1.2100000000000009,0.3066,0.06264117647058823,0.15655483870967743,55
5085,1,1,0,0,0,0,33.84,48,0.057100000000000005,2.6300000000000017,0.7650000000000003,0.28459999999999996,0.057100000000000005,0.14279999999999998,35
5086,1,1,0,0,0,0,34.88,55,0.057037735849056616,1.360000000000001,0.4100000000000001,0.2824,0.057037735849056616,0.14272400000000002,35
5087,1,1,0,0,0,0,43.97,68,0.04442121212121211,2.8500000000000023,1.2650000000000008,0.22119999999999995,0.04442121212121211,0.11106984126984126,45
5088,1,1,0,0,0,0,63.84,82,0.03075,2.7100000000000017,1.4550000000000012,0.1534,0.03075,0.0768909090909091,65
5089,1,1,0,0,0,0,36.03,64,0.05452903225806451,2.1400000000000015,1.480000000000001,0.2722,0.05452903225806451,0.13632203389830508,55
5090,1,1,0,0,0,0,85.75,102,0.023485999999999993,1.6300000000000012,1.2850000000000008,0.115,0.023485999999999993,0.05875876288659794,85
5091,1,1,0,0,0,0,85.56,102,0.02349,0.5400000000000003,0.7900000000000005,0.11560000000000001,0.02349,0.05876701030927834,85
5092,1,1,0,0,0,0,255.0,376,0.00784812834224599,0.5700000000000003,1.4350000000000012,0.0382,0.00784812834224599,0.019604851752021566,85
5093,0,0,1,1,0,0,83.6,142,0.02352142857142857,0.7900000000000005,1.1300000000000008,0.1162,0.02352142857142857,0.0587956204379562,85
5094,0,0,1,1,0,0,14.89,29,0.13334074074074073,0.7000000000000004,0.9850000000000005,0.6658000000000001,0.13334074074074073,0.3333333333333333,15
5095,0,0,1,1,0,0,90.44,93,0.021298901098901094,0.5300000000000002,1.1000000000000008,0.1164,0.021298901098901094,0.052877272727272724,95
5096,0,0,1,1,0,0,21.05,27,0.09073599999999998,1.490000000000001,0.7900000000000005,0.46859999999999996,0.09073599999999998,0.22958181818181816,65
5097,1,1,0,0,0,0,47.16,50,0.04067916666666666,1.6600000000000013,0.5300000000000002,0.2068,0.04067916666666666,0.10155555555555557,95
5098,1,1,0,0,0,0,35.47,56,0.05695555555555556,0.5700000000000003,0.8400000000000005,0.27899999999999997,0.05695555555555556,0.14263529411764705,35
5099,0,0,1,1,0,0,40.62,78,0.0481342105263158,0.7900000000000005,1.1450000000000007,0.22319999999999995,0.0481342105263158,0.12042739726027397,45
5100,1,1,0,0,0,0,250.2,492,0.007962448979591837,1.1000000000000008,1.2150000000000007,0.0574,0.007962448979591837,0.019780698151950715,85
5101,1,1,0,0,0,0,71.0,76,0.02839189189189188,0.34,0.7000000000000004,0.13540000000000002,0.02839189189189188,0.07119718309859155,35
5102,0,0,1,1,0,0,9.78,11,0.17973333333333336,1.1100000000000008,0.7250000000000003,0.9044000000000001,0.17973333333333336,0.5090333333333333,35
5103,1,1,0,0,0,0,184.4,217,0.01075627906976744,1.7400000000000013,0.35000000000000003,0.0684,0.01075627906976744,0.02659150943396226,95
5104,1,1,0,0,0,0,69.56,102,0.028610000000000003,0.46000000000000013,1.1050000000000006,0.1498,0.028610000000000003,0.07144123711340207,35
5105,1,1,0,0,0,0,36.16,71,0.05452753623188405,1.9000000000000015,0.325,0.2722,0.05452753623188405,0.13633333333333333,55
5106,1,1,0,0,0,0,166.2,247,0.011805714285714284,1.350000000000001,0.5500000000000003,0.0696,0.011805714285714284,0.029444628099173555,85
5107,1,1,0,0,0,0,24.02,33,0.07995483870967743,1.360000000000001,1.0800000000000007,0.3998,0.07995483870967743,0.19992142857142856,25
5108,1,1,0,0,0,0,44.12,54,0.04440769230769231,2.8900000000000023,0.8900000000000006,0.22160000000000002,0.04440769230769231,0.11105306122448978,45
5109,0,0,1,1,0,0,19.0,26,0.09436666666666667,1.320000000000001,0.5450000000000002,0.506,0.09436666666666667,0.2316095238095238,75
5110,0,0,1,1,0,0,29.22,46,0.0664909090909091,0.9500000000000006,1.1100000000000008,0.3308,0.0664909090909091,0.1656439024390244,45
5111,0,0,1,1,0,0,20.02,37,0.1009657142857143,0.34,0.48500000000000015,0.5522,0.1009657142857143,0.24898124999999996,5
5112,1,1,0,0,0,0,35.97,62,0.05343666666666667,1.8300000000000014,0.7100000000000004,0.26659999999999995,0.05343666666666667,0.1336280701754386,75
5113,0,0,1,1,0,0,43.9,45,0.04443720930232558,0.7700000000000005,0.7550000000000003,0.221,0.04443720930232558,0.11103500000000002,45
5114,0,0,1,1,0,0,27.0,39,0.07156756756756759,1.340000000000001,0.7800000000000005,0.344,0.07156756756756759,0.1790588235294118,65
5115,1,1,0,0,0,0,45.25,51,0.04433469387755102,1.7000000000000013,1.1750000000000007,0.21900000000000003,0.04433469387755102,0.11096521739130437,45
5116,0,0,1,1,0,0,64.0,119,0.03073675213675214,0.5500000000000003,0.6800000000000004,0.1522,0.03073675213675214,0.07687192982456141,65
5117,0,0,1,1,0,0,24.06,34,0.07833749999999999,1.1900000000000008,1.1450000000000007,0.3856,0.07833749999999999,0.19668275862068962,75
5118,1,1,0,0,0,0,20.97,24,0.08885454545454546,2.580000000000002,0.5600000000000003,0.422,0.08885454545454546,0.2227473684210526,45
5119,1,1,0,0,0,0,79.5,153,0.02449801324503311,1.370000000000001,1.405000000000001,0.1332,0.02449801324503311,0.06081621621621622,85
5120,1,1,0,0,0,0,88.56,105,0.022252427184466017,0.6000000000000003,1.300000000000001,0.1164,0.022252427184466017,0.055564,45
5121,1,1,0,0,0,0,33.34,39,0.057470270270270254,1.6400000000000012,1.1500000000000008,0.285,0.057470270270270254,0.14319411764705883,35
5122,1,1,0,0,0,0,185.8,339,0.010567952522255192,1.6400000000000012,1.0650000000000006,0.06720000000000001,0.010567952522255192,0.026352095808383234,95
5123,1,1,0,0,0,0,53.94,90,0.036338636363636365,2.330000000000002,0.315,0.1812,0.036338636363636365,0.09086823529411765,55
